,Close,High,Open,Low
0,0.3034122346214182,0.26186132721026184,0.30976584528507767,0.3065795126704828
1,0.31679843537133845,0.2671442011657341,0.31767688406729483,0.3151853356089922
2,0.3250300495239548,0.27974943526866286,0.3281345194103794,0.33319779051141646
3,0.3363040714116331,0.2892847794147026,0.33616438693863016,0.34366595663683575
4,0.34644736686060734,0.29844108219221216,0.3469266079094777,0.35363918166844366
5,0.3549893444079501,0.3077768381498805,0.35655664305443674,0.364281376277263
6,0.3636818167521695,0.31619953569652187,0.3648994451402445,0.3733459072416837
7,0.37194858967092037,0.324252807636023,0.3733421224430067,0.3820179460295203
8,0.37960041235069375,0.33205786238709595,0.3813387344172822,0.3904759824347599
9,0.38691357077115424,0.33937419159638965,0.3887768872693803,0.39829454738255093
10,0.39380667871538433,0.3462808028995352,0.39588374454615183,0.40564689588533137
11,0.4002545643213707,0.35280977846690037,0.40257774023675286,0.4125981453054229
12,0.4063220564164026,0.35893735179278835,0.4088475813921403,0.4190943914446702
13,0.41201593260077984,0.3646903129059702,0.41474828642123485,0.4251830356931593
14,0.41734792619551786,0.3700923217283304,0.4202854739834311,0.430896171506641
15,0.4223456695900182,0.3751551108722375,0.4254724340723757,0.43624333488902295
16,0.4270268492036322,0.37989876064236355,0.4303347637631258,0.44124927176906115
17,0.4314086871053641,0.3843425230920882,0.4348892562753896,0.44593662259978584
18,0.43551054226654357,0.38850304600070606,0.43915296041268864,0.45032287254663295
19,0.4393494463651369,0.3923975519492096,0.44314443906905954,0.4544271759967827
20,0.4429414769335345,0.3960425600077272,0.4468801523861469,0.45826760431963226
21,0.44630234382565503,0.3994533826139112,0.450375761085215,0.4618604990959161
22,0.4494466495727687,0.40264472193872364,0.45364649272654706,0.46522163888360263
23,0.45238811137748647,0.40563047637121685,0.4567065198727796,0.46836588711725907
24,0.45513971215335325,0.4084236758113428,0.4595691848800819,0.4713070720187246
25,0.4577136100385141,0.41103660357062977,0.4622471048740796,0.474058230564051
26,0.4601212028639554,0.41348080390576203,0.46475210027944525,0.4766315939277468
27,0.46237319103576563,0.41576709769585285,0.46709525836217947,0.47903860121025416
